date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2017-07-27,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0,100,100,100,100,0
2017-07-28,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0,100,100,100,100,0
2017-07-31,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0,100,100,100,100,0
2017-08-01,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0,100,100,100,100,0
2017-08-02,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0,100,100,100,100,0
2017-08-03,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0,100,100,100,100,0
2017-08-04,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0,100,100,100,100,0
2017-08-07,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0,100,100,100,100,0
2017-08-08,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,100,0,100,0,100,0,0,31,0,100,100,0
2017-08-09,0,0,0,23,0,0,0,-100,0,0,0,0,0,0,100,0,0,-100,0,0,0,100,0,0,0,0,0,0,0
2017-08-10,0,0,0,24,0,0,0,-100,0,0,0,0,0,0,100,0,0,-100,0,0,0,100,0,0,0,0,0,0,0
2017-08-11,1,0,0,23,0,0,0,-100,0,0,1,0,0,0,100,0,0,-100,0,0,0,100,0,0,0,0,0,0,0
2017-08-14,0,0,0,22,0,0,0,-100,0,0,1,0,0,0,100,0,1,-100,0,0,0,100,0,0,0,0,0,0,0
2017-08-15,0,0,0,23,0,0,0,-100,0,0,0,0,0,0,100,0,1,-100,0,0,0,100,0,0,0,0,0,0,0
2017-08-16,0,0,0,23,0,0,0,-100,0,0,0,0,0,0,100,0,0,-100,0,0,0,100,0,0,0,0,0,1,0
2017-08-17,0,0,0,23,0,0,0,-100,0,0,1,0,0,0,100,0,0,-100,0,0,0,100,0,0,0,0,0,1,0
2017-08-18,0,0,0,25,0,0,0,-100,0,0,0,0,0,0,100,0,0,-100,0,0,0,100,0,0,0,0,0,0,0
2017-08-21,0,0,0,25,0,0,0,-100,0,0,0,0,0,0,100,0,0,-100,0,0,0,100,0,0,0,0,0,1,0
2017-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
